day,S,I,P,C,E,Q,D,A,W,R,R_t
122.0,27.658835819789342,162.61143057686942,0.0,402.20374843052457,18.24261474609375,273.74095371791293,0.0,0.3342368517603193,100.09459577287947,2390.1409040178573,0.15138981064444587
123.0,27.640560695103236,156.02077157156808,0.0,402.76036289760043,17.430591583251953,272.68638392857144,0.0,0.3279756392751421,97.31090654645648,2393.1454729352677,0.15151743962508846
124.0,27.62228557041713,149.43011256626676,0.0,403.31697736467635,16.618568420410156,271.6318141392299,0.0,0.3217144267899649,94.52721732003349,2396.1500418526784,0.15164506860573101
125.0,27.604010445731028,142.8394535609654,0.0,403.8735918317522,15.80654525756836,270.5772443498884,0.0,0.3154532143047878,91.7435280936105,2399.154610770089,0.1517726975863736
126.0,27.585735321044922,136.24879455566406,0.0,404.4302062988281,14.994522094726562,269.5226745605469,0.0,0.3091920018196106,88.9598388671875,2402.1591796875,0.15190032656701616
127.0,28.497583661760604,131.5438962663923,0.0,404.53612845284596,15.268084117344447,268.4118390764509,0.0,0.302334725856781,86.41678946358817,2410.766183035714,0.15668924306380333
128.0,29.409432002476283,126.83899797712054,0.0,404.64205060686385,15.541646139962333,267.3010035923549,0.0,0.2954774498939514,83.87374005998883,2419.3731863839284,0.16147815956059053
129.0,30.321280343191965,122.13409968784877,0.0,404.7479727608817,15.815208162580218,266.19016810825894,0.0,0.2886201739311218,81.3306906563895,2427.9801897321427,0.1662670760573777
130.0,31.233128683907644,117.429201398577,0.0,404.85389491489957,16.088770185198104,265.07933262416293,0.0,0.28176289796829224,78.78764125279018,2436.5871930803573,0.1710559925541649
131.0,32.14497702462332,112.72430310930525,0.0,404.9598170689174,16.36233220781599,263.968497140067,0.0,0.27490562200546265,76.24459184919085,2445.1941964285716,0.17584490905095207
132.0,33.05682536533901,108.01940482003349,0.0,405.0657392229353,16.635894230433873,262.85766165597096,0.0,0.26804834604263306,73.70154244559151,2453.801199776786,0.18063382554773927
133.0,33.96867370605469,103.31450653076172,0.0,405.1716613769531,16.909456253051758,261.746826171875,0.0,0.26119107007980347,71.15849304199219,2462.408203125,0.18542274204452644
134.0,33.77357046944754,99.8494393484933,0.0,405.08761160714283,16.124193736485072,260.423093523298,0.0,0.256840597305979,69.06400408063617,2466.8018973214284,0.18443732814700814
135.0,33.5784672328404,96.38437216622489,0.0,405.0035618373326,15.338931219918388,259.09936087472096,0.0,0.25249012453215464,66.96951511928013,2471.1955915178573,0.1834519142494898
136.0,33.38336399623326,92.91930498395647,0.0,404.9195120675223,14.553668703351702,257.77562822614397,0.0,0.2481396517583302,64.87502615792411,2475.589285714286,0.1824665003519715
137.0,33.18826075962612,89.45423780168805,0.0,404.83546229771207,13.768406186785016,256.451895577567,0.0,0.24378917898450578,62.780537196568076,2479.982979910714,0.18148108645445318
138.0,32.99315752301897,85.98917061941964,0.0,404.7514125279018,12.983143670218332,255.12816292898995,0.0,0.23943870621068136,60.686048235212056,2484.3766741071427,0.18049567255693488
139.0,32.79805428641183,82.52410343715123,0.0,404.66736275809154,12.197881153651647,253.80443028041296,0.0,0.23508823343685695,58.59155927385603,2488.7703683035716,0.17951025865941656
140.0,32.60295104980469,79.05903625488281,0.0,404.58331298828125,11.412618637084961,252.48069763183594,0.0,0.23073776066303253,56.4970703125,2493.1640625,0.17852484476189825
141.0,35.64782387869699,76.50981794084821,0.0,404.3651559012277,11.535294941493444,251.04326738630022,0.0,0.2272920800106866,54.99793570382254,2495.8085588727677,0.19505358632255757
142.0,38.692696707589285,73.96059962681362,0.0,404.1469988141741,11.657971245901924,249.60583714076452,0.0,0.22384639935834066,53.49880109514509,2498.453055245536,0.21158232788321688
143.0,41.73756953648159,71.41138131277901,0.0,403.9288417271205,11.780647550310407,248.1684068952288,0.0,0.22040071870599473,51.99966648646763,2501.0975516183034,0.2281110694438762
144.0,44.78244236537388,68.86216299874442,0.0,403.710684640067,11.90332385471889,246.73097664969308,0.0,0.21695503805364882,50.50053187779018,2503.7420479910716,0.24463981100453552
145.0,47.827315194266184,66.31294468470982,0.0,403.4925275530134,12.026000159127372,245.29354640415735,0.0,0.2135093574013029,49.00139726911272,2506.386544363839,0.26116855256519483
