day,S,I,V,D,C,E,P,H,A,Q,R_t
1039.0,0.0,7.310044016156878,629.4995640345982,1574.4822300502233,996.87841796875,0.25233371768678936,0.0,1.8768210240772794,3.203627824783325,0.039657694952828546,0.0
1040.0,0.0,9.591085468019758,628.1164027622768,1572.8944789341517,996.290283203125,0.3364449569157192,0.0,2.3532304040023257,3.203627824783325,0.029743271214621406,0.0
1041.0,0.0,11.872126919882637,626.7332414899554,1571.3067278180804,995.7021484375,0.420556196144649,0.0,2.8296397839273726,3.203627824783325,0.019828847476414266,0.0
1042.0,0.0,14.153168371745519,625.350080217634,1569.7189767020088,995.114013671875,0.5046674353735787,0.0,3.3060491638524194,3.203627824783325,0.009914423738207133,0.0
1043.0,0.0,16.4342098236084,623.9669189453125,1568.1312255859375,994.52587890625,0.5887786746025085,0.0,3.782458543777466,3.203627824783325,0.0,0.0
1044.0,0.8176141466413226,14.086465563092913,624.6139700753348,1569.8138427734375,997.2307826450893,0.5046674353735787,0.0,4.2320049830845425,3.203627824783325,0.0,0.004062494265794635
1045.0,1.6352282932826452,11.738721302577428,625.2610212053571,1571.4964599609375,999.9356863839286,0.42055619614464895,0.0,4.681551422391619,3.203627824783325,0.0,0.00812498853158927
1046.0,2.452842439923968,9.390977042061941,625.9080723353794,1573.1790771484375,1002.6405901227679,0.3364449569157192,0.0,5.131097861698695,3.203627824783325,0.0,0.012187482797383905
1047.0,3.2704565865652904,7.043232781546456,626.5551234654018,1574.8616943359375,1005.3454938616071,0.25233371768678936,0.0,5.580644301005773,3.203627824783325,0.0,0.01624997706317854
1048.0,4.088070733206613,4.6954885210309705,627.2021745954241,1576.5443115234375,1008.0503976004464,0.16822247845785954,0.0,6.0301907403128485,3.203627824783325,0.0,0.020312471328973177
1049.0,4.905684879847936,2.3477442605154835,627.8492257254464,1578.2269287109375,1010.7553013392857,0.08411123922892982,0.0,6.479737179619925,3.203627824783325,0.0,0.02437496559476781
1050.0,5.723299026489258,0.0,628.4962768554688,1579.9095458984375,1013.460205078125,0.0,0.0,6.929283618927002,3.203627824783325,0.0,0.02843745986056245
1051.0,4.905684879847935,0.3465445041656494,628.3656703404018,1577.112583705357,1011.5272303989956,1.2000228336879186,0.0,6.460481916155134,3.203627824783325,0.0,0.024374965594767813
1052.0,4.088070733206613,0.6930890083312988,628.2350638253348,1574.3156215122767,1009.594255719866,2.4000456673758372,0.0,5.991680213383266,3.203627824783325,0.0,0.02031247132897318
1053.0,3.27045658656529,1.0396335124969482,628.1044573102679,1571.5186593191963,1007.6612810407366,3.600068501063756,0.0,5.522878510611398,3.203627824783325,0.0,0.016249977063178545
1054.0,2.4528424399239674,1.3861780166625977,627.9738507952009,1568.7216971261162,1005.7283063616071,4.8000913347516745,0.0,5.05407680783953,3.203627824783325,0.0,0.012187482797383908
1055.0,1.635228293282645,1.732722520828247,627.843244280134,1565.9247349330358,1003.7953316824777,6.000114168439593,0.0,4.585275105067662,3.203627824783325,0.0,0.008124988531589272
1056.0,0.817614146641322,2.0792670249938965,627.7126377650669,1563.1277727399554,1001.8623570033482,7.200137002127512,0.0,4.116473402295794,3.203627824783325,0.0,0.00406249426579464
1057.0,0.0,2.425811529159546,627.58203125,1560.330810546875,999.9293823242188,8.40015983581543,0.0,3.647671699523926,3.203627824783325,0.0,0.0
1058.0,0.3730842385973249,2.0792670249938965,627.0415823800223,1561.2059500558037,1002.4264439174107,8.531018665858678,0.0,3.126575742449079,3.203627824783325,0.0004887694293367011,0.001855395834611432
