day,S,I,R,E,H,C,Q,P,V,R_t
1573.0,0.6219034194946289,0.05456298589706421,3388.4340471540177,0.06297091075352262,0.5169128094400678,0.0,0.2930454696927752,0.0,187.06407601492745,0.0015515392660144208
1574.0,0.31095170974731445,0.06547558307647705,3387.9788643973216,0.03148545537676131,0.6202953713280814,0.0,0.3117680145161492,0.0,187.0774863106864,0.00077576963300721
1575.0,0.0,0.07638818025588989,3387.523681640625,0.0,0.723677933216095,0.0,0.3304905593395233,0.0,187.0908966064453,0.0
1576.0,0.0,0.25181230476924354,3387.099051339286,0.11035278013774327,0.6202953713280814,0.0,0.3040320426225662,0.0,187.05604771205358,0.0
1577.0,0.0,0.42723642928259714,3386.6744210379466,0.22070556027548655,0.5169128094400679,0.0,0.27757352590560913,0.0,187.02119881766183,0.0
1578.0,0.0,0.6026605537959507,3386.2497907366073,0.3310583404132298,0.41353024755205425,0.0,0.25111500918865204,0.0,186.9863499232701,0.0
1579.0,0.0,0.7780846783093044,3385.8251604352677,0.4414111205509731,0.3101476856640407,0.0,0.22465649247169495,0.0,186.95150102887834,0.0
1580.0,0.0,0.953508802822658,3385.4005301339284,0.5517639006887164,0.20676512377602718,0.0,0.19819797575473785,0.0,186.9166521344866,0.0
1581.0,0.0,1.1289329273360116,3384.975899832589,0.6621166808264596,0.10338256188801354,0.0,0.17173945903778076,0.0,186.88180324009485,0.0
1582.0,0.0,1.3043570518493652,3384.55126953125,0.7724694609642029,0.0,0.0,0.14528094232082367,0.0,186.84695434570312,0.0
1583.0,1.4674677167619978,1.1180203301565987,3385.7948172433034,0.810250997543335,0.09771515641893659,0.0,0.12452652198927744,0.0,186.85176958356584,0.0036490194560253792
1584.0,2.9349354335239957,0.9316836084638322,3387.0383649553573,0.848032534122467,0.19543031283787318,0.0,0.1037721016577312,0.0,186.85658482142858,0.0072980389120507584
1585.0,4.402403150285993,0.7453468867710659,3388.281912667411,0.8858140707015991,0.2931454692568098,0.0,0.08301768132618495,0.0,186.8614000592913,0.010947058368076138
1586.0,5.869870867047991,0.5590101650782994,3389.525460379464,0.9235956072807312,0.39086062567574636,0.0,0.06226326099463872,0.0,186.866215297154,0.014596077824101517
1587.0,7.33733858380999,0.3726734433855329,3390.7690080915177,0.9613771438598633,0.48857578209468294,0.0,0.04150884066309249,0.0,186.87103053501673,0.018245097280126896
1588.0,8.804806300571986,0.1863367216927665,3392.0125558035716,0.9991586804389954,0.5862909385136196,0.0,0.020754420331546244,0.0,186.87584577287947,0.021894116736152276
1589.0,10.272274017333984,0.0,3393.256103515625,1.0369402170181274,0.6840060949325562,0.0,0.0,0.0,186.8806610107422,0.025543136192177653
1590.0,9.61386251449585,0.0,3393.1048758370534,0.8888059003012521,0.6212480919701713,0.0,0.0,0.0,186.8745858328683,0.023909956558527488
1591.0,8.955451011657715,0.0,3392.9536481584823,0.7406715835843767,0.5584900890077864,0.0,0.0,0.0,186.86851065499442,0.022276776924877326
1592.0,8.29703950881958,0.0,3392.802420479911,0.5925372668675014,0.4957320860454014,0.0,0.0,0.0,186.86243547712053,0.02064359729122716
1593.0,7.638628005981445,0.0,3392.651192801339,0.44440295015062603,0.43297408308301655,0.0,0.0,0.0,186.85636029924666,0.019010417657576995
1594.0,6.9802165031433105,0.0,3392.4999651227677,0.29626863343375065,0.3702160801206317,0.0,0.0,0.0,186.85028512137276,0.01737723802392683
1595.0,6.321805000305176,0.0,3392.3487374441966,0.14813431671687538,0.30745807715824675,0.0,0.0,0.0,186.8442099434989,0.015744058390276667
1596.0,5.663393497467041,0.0,3392.197509765625,0.0,0.24470007419586182,0.0,0.0,0.0,186.838134765625,0.014110878756626501
1597.0,4.854337283543178,0.0,3391.9275948660716,0.0,0.2097429207393101,0.0,0.024239414504596164,0.0,186.84717014857702,0.012095038934251286
1598.0,4.045281069619315,0.0,3391.6576799665177,0.0,0.17478576728275844,0.0,0.04847882900919233,0.0,186.856205531529,0.010079199111876071
1599.0,3.2362248556954523,0.0,3391.387765066964,0.0,0.13982861382620676,0.0,0.0727182435137885,0.0,186.86524091448103,0.008063359289500858
1600.0,2.427168641771589,0.0,3391.117850167411,0.0,0.10487146036965506,0.0,0.09695765801838466,0.0,186.87427629743303,0.006047519467125643
1601.0,1.6181124278477261,0.0,3390.8479352678573,0.0,0.06991430691310335,0.0,0.12119707252298081,0.0,186.88331168038505,0.004031679644750428
1602.0,0.8090562139238635,0.0,3390.5780203683034,0.0,0.034957153456551676,0.0,0.145436487027577,0.0,186.89234706333704,0.002015839822375215
1603.0,0.0,0.0,3390.30810546875,0.0,0.0,0.0,0.16967590153217316,0.0,186.90138244628906,0.0
1604.0,0.0,0.1564678464617048,3389.6382882254466,0.0,0.17373074804033553,0.0,0.23161753160612925,0.0,186.90049961635046,0.0
1605.0,0.0,0.3129356929234096,3388.9684709821427,0.0,0.34746149608067106,0.0,0.29355916168008533,0.0,186.89961678641183,0.0
1606.0,0.0,0.4694035393851144,3388.298653738839,0.0,0.5211922441210066,0.0,0.35550079175404137,0.0,186.89873395647322,0.0
1607.0,0.0,0.6258713858468192,3387.628836495536,0.0,0.6949229921613421,0.0,0.4174424218279975,0.0,186.8978511265346,0.0
1608.0,0.0,0.7823392323085241,3386.9590192522323,0.0,0.8686537402016776,0.0,0.47938405190195355,0.0,186.896968296596,0.0
1609.0,0.0,0.9388070787702288,3386.2892020089284,0.0,1.0423844882420132,0.0,0.5413256819759096,0.0,186.89608546665735,0.0
1610.0,0.0,1.0952749252319336,3385.619384765625,0.0,1.2161152362823486,0.0,0.6032673120498657,0.0,186.89520263671875,0.0
1611.0,0.6683753558567592,0.9388070787702287,3387.4336983816966,0.0,1.042384488242013,0.0,0.5457370302506855,0.0,186.89537484305245,0.0016629306328419617
